Brand,Car_Type,Weight_kg,Wheel_Size_in,Engine_Size_L,Car_Age_Years,Tire_Design
Mercedes,Hatchback,1122,22,2.5,11,Dense Texture Honeycomb
Nissan,Hatchback,2513,19,4.7,19,Wide-Cell Honeycomb
Honda,Sedan,1445,14,4.5,9,Compact Honeycomb
Mercedes,Hatchback,2143,19,4.9,3,Wide-Cell Honeycomb
BMW,SUV,2378,16,3.4,17,Versatile Honeycomb
Audi,SUV,2671,14,1.6,8,Versatile Honeycomb
Kia,Convertible,1097,15,4.1,1,Compact Honeycomb
Toyota,Wagon,2985,15,2.5,14,Versatile Honeycomb
Mercedes,Truck,1485,18,2.1,14,Wide-Spaced Honeycomb
Chevrolet,Convertible,2854,22,4.3,4,Wide-Cell Honeycomb
Ford,Truck,1067,16,2.2,3,Compact Honeycomb
Chevrolet,Wagon,1694,20,3.1,20,Wide-Cell Honeycomb
Honda,Van,2629,18,2.7,8,Wide-Cell Honeycomb
Nissan,Wagon,1304,16,3.4,10,Compact Honeycomb
Kia,Sedan,1034,14,1.8,16,Compact Honeycomb
BMW,Sedan,2037,16,1.6,10,Versatile Honeycomb
Ford,SUV,1235,19,4.8,2,Wide-Spaced Honeycomb
Hyundai,Convertible,1879,19,3.3,8,Wide-Cell Honeycomb
Ford,Wagon,2722,21,4.4,8,Wide-Cell Honeycomb
Hyundai,SUV,2118,14,2.6,4,Versatile Honeycomb
Ford,Van,1409,22,2.1,12,Dense Texture Honeycomb
Audi,Sedan,2670,16,2.9,18,Versatile Honeycomb
Honda,Van,1531,21,4.4,9,Wide-Cell Honeycomb
Chevrolet,Hatchback,1730,19,4.0,4,Wide-Cell Honeycomb
Mercedes,Convertible,2857,19,2.8,16,Wide-Cell Honeycomb
Honda,Coupe,1831,22,3.1,2,Wide-Cell Honeycomb
Honda,Coupe,2599,19,1.9,15,Wide-Cell Honeycomb
Ford,Wagon,1031,22,3.3,19,Dense Texture Honeycomb
Ford,Coupe,2091,20,2.4,15,Wide-Cell Honeycomb
Nissan,Sedan,1408,19,5.0,20,Wide-Spaced Honeycomb
Toyota,Truck,2378,14,3.4,13,Versatile Honeycomb
Hyundai,SUV,2728,15,2.6,12,Versatile Honeycomb
Chevrolet,Wagon,2589,21,1.7,15,Wide-Cell Honeycomb
Nissan,Wagon,1989,14,3.1,9,Wide-Spaced Honeycomb
BMW,Truck,1107,16,4.1,7,Compact Honeycomb
Toyota,Van,2327,15,4.8,20,Versatile Honeycomb
Toyota,Truck,2397,21,2.4,9,Wide-Cell Honeycomb
Toyota,Van,1270,18,4.5,7,Wide-Spaced Honeycomb
Toyota,Convertible,2530,21,4.9,16,Wide-Cell Honeycomb
Ford,Truck,2407,14,2.9,6,Versatile Honeycomb
Honda,Convertible,1095,21,4.4,11,Dense Texture Honeycomb
Nissan,Wagon,1417,14,3.9,18,Compact Honeycomb
Hyundai,Convertible,2147,14,2.8,12,Versatile Honeycomb
Toyota,Van,1828,16,4.1,7,Wide-Spaced Honeycomb
Ford,Van,1727,17,4.5,9,Wide-Spaced Honeycomb
Honda,SUV,2765,20,2.0,10,Wide-Cell Honeycomb
Chevrolet,Coupe,1111,16,4.6,20,Compact Honeycomb
Honda,Wagon,2341,17,1.8,15,Versatile Honeycomb
Kia,SUV,1414,22,4.6,17,Dense Texture Honeycomb
Ford,Convertible,1726,14,3.6,6,Wide-Spaced Honeycomb
BMW,Wagon,2303,17,2.1,7,Versatile Honeycomb
Nissan,Convertible,2674,21,2.9,8,Wide-Cell Honeycomb
Ford,Coupe,1017,16,2.5,14,Compact Honeycomb
BMW,Sedan,2821,15,3.8,20,Versatile Honeycomb
Ford,Hatchback,1158,19,2.5,16,Wide-Spaced Honeycomb
Mercedes,Wagon,1671,22,3.0,2,Wide-Cell Honeycomb
BMW,Convertible,2287,20,4.0,11,Wide-Cell Honeycomb
Chevrolet,Wagon,2955,15,1.7,11,Versatile Honeycomb
Audi,Sedan,1101,19,2.7,9,Wide-Spaced Honeycomb
BMW,Coupe,2076,16,2.4,7,Versatile Honeycomb
Mercedes,Wagon,1963,19,3.8,15,Wide-Cell Honeycomb
Honda,Truck,2993,15,3.3,2,Versatile Honeycomb
Chevrolet,Convertible,2067,16,2.1,20,Versatile Honeycomb
Honda,Coupe,1052,20,3.6,7,Dense Texture Honeycomb
Honda,Truck,2314,21,3.8,18,Wide-Cell Honeycomb
Audi,Hatchback,1289,20,2.3,20,Dense Texture Honeycomb
Honda,Hatchback,2322,20,3.8,1,Wide-Cell Honeycomb
Nissan,Sedan,1905,16,1.7,4,Wide-Spaced Honeycomb
Toyota,Wagon,2382,15,3.5,1,Versatile Honeycomb
Ford,Hatchback,2963,21,3.9,7,Wide-Cell Honeycomb
Audi,Hatchback,1438,18,4.2,7,Wide-Spaced Honeycomb
Kia,Coupe,2488,15,1.8,16,Versatile Honeycomb
Chevrolet,Truck,2580,21,2.9,9,Wide-Cell Honeycomb
Audi,Truck,1195,21,4.2,8,Dense Texture Honeycomb
Mercedes,Van,2911,15,3.6,16,Versatile Honeycomb
Hyundai,Sedan,2496,19,3.8,10,Wide-Cell Honeycomb
Audi,Hatchback,2089,20,3.0,8,Wide-Cell Honeycomb
Hyundai,Van,2296,19,4.9,14,Wide-Cell Honeycomb
Honda,SUV,1761,21,3.4,19,Wide-Cell Honeycomb
Honda,Sedan,2747,14,1.8,4,Versatile Honeycomb
Kia,Sedan,1593,22,1.9,14,Wide-Cell Honeycomb
BMW,Sedan,2366,17,4.8,1,Versatile Honeycomb
Mercedes,Van,2304,22,2.9,14,Wide-Cell Honeycomb
Hyundai,SUV,2320,18,4.7,11,Wide-Cell Honeycomb
Chevrolet,SUV,1076,14,2.7,13,Compact Honeycomb
Ford,Truck,2745,17,4.0,11,Versatile Honeycomb
Audi,Convertible,2807,20,4.0,8,Wide-Cell Honeycomb
BMW,Van,1515,20,3.3,3,Wide-Cell Honeycomb
Nissan,Wagon,2338,14,3.7,16,Versatile Honeycomb
Audi,Truck,1616,18,3.2,13,Wide-Cell Honeycomb
Honda,Sedan,2069,18,4.5,19,Wide-Cell Honeycomb
Mercedes,Sedan,2268,19,3.0,12,Wide-Cell Honeycomb
Mercedes,Sedan,2714,18,3.3,8,Wide-Cell Honeycomb
Chevrolet,Coupe,2851,14,2.8,6,Versatile Honeycomb
Ford,Convertible,2432,21,2.7,19,Wide-Cell Honeycomb
Audi,Hatchback,1712,16,4.8,1,Wide-Spaced Honeycomb
Mercedes,Convertible,2971,15,2.3,11,Versatile Honeycomb
Kia,Coupe,1832,16,2.4,12,Wide-Spaced Honeycomb
BMW,Wagon,1043,21,2.0,17,Dense Texture Honeycomb
Audi,Hatchback,2194,16,2.2,10,Versatile Honeycomb
BMW,Sedan,1652,20,1.8,18,Wide-Cell Honeycomb
Audi,Wagon,1484,20,1.8,13,Dense Texture Honeycomb
BMW,Hatchback,2309,14,4.6,11,Versatile Honeycomb
Chevrolet,Hatchback,1662,14,2.8,9,Wide-Spaced Honeycomb
Mercedes,Truck,2772,16,1.8,13,Versatile Honeycomb
Hyundai,Sedan,1178,16,1.8,8,Compact Honeycomb
Nissan,Sedan,2328,19,2.2,4,Wide-Cell Honeycomb
Nissan,Hatchback,1075,22,3.8,15,Dense Texture Honeycomb
Hyundai,Truck,2976,21,3.4,11,Wide-Cell Honeycomb
BMW,Wagon,1715,20,2.5,8,Wide-Cell Honeycomb
BMW,Sedan,2059,17,2.6,16,Versatile Honeycomb
Chevrolet,Truck,1811,22,3.9,17,Wide-Cell Honeycomb
Toyota,SUV,2071,21,2.2,6,Wide-Cell Honeycomb
Mercedes,SUV,1101,15,4.7,7,Compact Honeycomb
Mercedes,Truck,1502,18,4.4,20,Wide-Cell Honeycomb
Mercedes,Hatchback,1533,17,1.9,18,Wide-Spaced Honeycomb
Honda,Van,2899,14,3.5,4,Versatile Honeycomb
Ford,Van,2365,20,3.3,19,Wide-Cell Honeycomb
Nissan,Sedan,2691,17,2.7,10,Versatile Honeycomb
Chevrolet,Van,1587,19,3.9,14,Wide-Cell Honeycomb
Hyundai,Van,2993,16,3.2,11,Versatile Honeycomb
Kia,Coupe,2069,16,3.4,8,Versatile Honeycomb
Kia,SUV,2975,17,3.6,5,Versatile Honeycomb
BMW,Wagon,1804,14,3.0,10,Wide-Spaced Honeycomb
Chevrolet,Wagon,2260,22,3.4,13,Wide-Cell Honeycomb
Ford,Convertible,2735,19,3.0,10,Wide-Cell Honeycomb
Toyota,Hatchback,2454,14,2.2,10,Versatile Honeycomb
Audi,Truck,2423,20,4.3,12,Wide-Cell Honeycomb
Chevrolet,Convertible,2744,16,1.6,20,Versatile Honeycomb
Nissan,Truck,2637,20,2.7,3,Wide-Cell Honeycomb
Honda,Van,2471,22,2.9,9,Wide-Cell Honeycomb
Mercedes,Truck,2859,21,4.4,6,Wide-Cell Honeycomb
Kia,Convertible,2194,17,4.6,14,Versatile Honeycomb
Kia,Sedan,2841,19,4.1,1,Wide-Cell Honeycomb
Toyota,Coupe,1836,21,4.2,11,Wide-Cell Honeycomb
BMW,Truck,2948,18,1.9,9,Wide-Cell Honeycomb
Ford,Truck,2932,16,4.5,9,Versatile Honeycomb
Mercedes,Van,1295,17,3.6,17,Compact Honeycomb
BMW,SUV,1456,17,3.2,2,Compact Honeycomb
Kia,Truck,1286,15,4.4,7,Compact Honeycomb
Audi,Coupe,2277,19,2.5,17,Wide-Cell Honeycomb
Chevrolet,Van,2735,20,4.5,16,Wide-Cell Honeycomb
Hyundai,Sedan,2280,16,3.6,18,Versatile Honeycomb
Ford,Coupe,2409,17,3.9,10,Versatile Honeycomb
BMW,Coupe,1293,16,4.4,19,Compact Honeycomb
Nissan,Convertible,1593,22,4.4,6,Wide-Cell Honeycomb
Mercedes,Convertible,2147,14,3.6,6,Versatile Honeycomb
Nissan,Convertible,2026,16,4.5,2,Versatile Honeycomb
Nissan,SUV,1700,14,1.5,18,Wide-Spaced Honeycomb
Honda,Convertible,2670,21,2.9,10,Wide-Cell Honeycomb
Mercedes,Van,2560,19,4.8,7,Wide-Cell Honeycomb
Chevrolet,Coupe,1814,18,2.3,18,Wide-Cell Honeycomb
Hyundai,Sedan,1066,14,4.2,13,Compact Honeycomb
Honda,Hatchback,1311,15,4.4,16,Compact Honeycomb
BMW,Hatchback,1230,19,4.8,20,Wide-Spaced Honeycomb
Kia,Coupe,1322,18,2.1,17,Wide-Spaced Honeycomb
BMW,Truck,1310,21,4.3,4,Dense Texture Honeycomb
Audi,Sedan,2334,14,2.9,1,Versatile Honeycomb
Hyundai,Van,2220,17,2.2,20,Versatile Honeycomb
BMW,Van,2438,16,2.9,2,Versatile Honeycomb
BMW,Van,2619,21,3.4,12,Wide-Cell Honeycomb
Chevrolet,Coupe,2014,14,1.8,10,Versatile Honeycomb
Ford,Truck,1991,18,2.8,17,Wide-Cell Honeycomb
Audi,Van,1007,16,3.4,10,Compact Honeycomb
Nissan,Truck,2258,20,3.7,7,Wide-Cell Honeycomb
Kia,Sedan,2954,19,4.6,19,Wide-Cell Honeycomb
Toyota,Hatchback,2915,22,2.4,9,Wide-Cell Honeycomb
Mercedes,Van,1068,16,2.4,3,Compact Honeycomb
BMW,Convertible,2360,17,2.2,17,Versatile Honeycomb
Ford,Wagon,2801,16,2.8,18,Versatile Honeycomb
Hyundai,Truck,1204,15,4.0,7,Compact Honeycomb
Hyundai,Coupe,1310,20,2.1,19,Dense Texture Honeycomb
Toyota,SUV,1038,22,4.8,14,Dense Texture Honeycomb
Nissan,Truck,1819,18,3.4,19,Wide-Cell Honeycomb
Honda,Hatchback,1855,19,3.6,15,Wide-Cell Honeycomb
Kia,Hatchback,1065,15,2.0,2,Compact Honeycomb
Hyundai,SUV,2797,16,2.3,5,Versatile Honeycomb
Toyota,Van,1482,16,4.2,9,Compact Honeycomb
Honda,Sedan,1415,22,2.4,2,Dense Texture Honeycomb
Audi,Hatchback,2636,17,2.6,7,Versatile Honeycomb
Chevrolet,Sedan,2819,20,3.3,14,Wide-Cell Honeycomb
Honda,Convertible,1205,20,4.9,2,Dense Texture Honeycomb
Kia,Convertible,2654,17,4.6,9,Versatile Honeycomb
Mercedes,Coupe,1444,19,4.5,8,Wide-Spaced Honeycomb
Toyota,SUV,1628,19,1.9,1,Wide-Cell Honeycomb
Nissan,Hatchback,2536,16,4.9,10,Versatile Honeycomb
BMW,Sedan,1733,14,1.7,18,Wide-Spaced Honeycomb
Mercedes,Coupe,2098,19,2.1,7,Wide-Cell Honeycomb
Kia,Truck,2446,20,4.4,6,Wide-Cell Honeycomb
Chevrolet,Sedan,1014,20,2.7,7,Dense Texture Honeycomb
Toyota,Coupe,2495,21,4.2,5,Wide-Cell Honeycomb
Toyota,Hatchback,1190,21,2.9,10,Dense Texture Honeycomb
Mercedes,Truck,2793,20,2.6,9,Wide-Cell Honeycomb
Ford,Sedan,1977,14,1.8,18,Wide-Spaced Honeycomb
Hyundai,Hatchback,2542,20,3.9,18,Wide-Cell Honeycomb
Audi,SUV,1611,17,3.6,12,Wide-Spaced Honeycomb
Honda,Truck,2046,14,2.3,7,Versatile Honeycomb
Nissan,Van,1104,21,3.1,15,Dense Texture Honeycomb
Kia,Convertible,1805,20,2.2,18,Wide-Cell Honeycomb
Ford,Van,1136,18,3.2,3,Wide-Spaced Honeycomb
Hyundai,Truck,1989,20,1.8,17,Wide-Cell Honeycomb
Honda,Hatchback,2899,21,2.5,8,Wide-Cell Honeycomb
Toyota,Truck,2242,18,4.4,3,Wide-Cell Honeycomb
Nissan,Hatchback,1474,22,3.9,4,Dense Texture Honeycomb
Nissan,Van,1461,16,3.0,20,Compact Honeycomb
Kia,Hatchback,1664,14,4.3,15,Wide-Spaced Honeycomb
BMW,Truck,1483,15,1.8,16,Compact Honeycomb
Toyota,Hatchback,1652,19,2.3,14,Wide-Cell Honeycomb
Audi,Coupe,1031,17,4.1,7,Compact Honeycomb
BMW,Truck,1749,20,4.1,4,Wide-Cell Honeycomb
Nissan,Van,2186,20,3.3,1,Wide-Cell Honeycomb
Kia,Coupe,2835,17,3.8,15,Versatile Honeycomb
Kia,Truck,1749,14,2.0,14,Wide-Spaced Honeycomb
Kia,Van,2860,20,3.3,15,Wide-Cell Honeycomb
Chevrolet,Van,1246,22,1.6,20,Dense Texture Honeycomb
BMW,Sedan,1908,22,5.0,1,Wide-Cell Honeycomb
BMW,SUV,1011,19,1.8,2,Wide-Spaced Honeycomb
Audi,Hatchback,2342,21,2.8,3,Wide-Cell Honeycomb
Kia,Sedan,1967,14,2.9,16,Wide-Spaced Honeycomb
Honda,Sedan,2147,17,2.3,18,Versatile Honeycomb
Mercedes,Wagon,1443,14,4.5,15,Compact Honeycomb
BMW,SUV,1878,22,3.1,11,Wide-Cell Honeycomb
Mercedes,Wagon,1747,16,3.7,3,Wide-Spaced Honeycomb
Hyundai,Hatchback,1048,21,1.7,19,Dense Texture Honeycomb
BMW,SUV,2726,21,4.6,3,Wide-Cell Honeycomb
Honda,Truck,2598,19,3.1,16,Wide-Cell Honeycomb
Hyundai,Truck,2921,14,3.5,15,Versatile Honeycomb
Honda,Convertible,1342,14,4.6,20,Compact Honeycomb
BMW,Van,1594,15,1.6,12,Wide-Spaced Honeycomb
Audi,Van,1046,18,3.3,7,Wide-Spaced Honeycomb
Mercedes,Truck,1301,16,3.6,10,Compact Honeycomb
Hyundai,Convertible,2411,16,2.9,12,Versatile Honeycomb
Chevrolet,Coupe,1497,18,3.3,15,Wide-Spaced Honeycomb
Kia,Sedan,2984,20,4.9,5,Wide-Cell Honeycomb
Audi,Wagon,2511,18,3.6,11,Wide-Cell Honeycomb
Audi,Coupe,2435,15,3.3,15,Versatile Honeycomb
Honda,Coupe,1430,18,2.5,19,Wide-Spaced Honeycomb
Nissan,Coupe,1939,22,3.1,1,Wide-Cell Honeycomb
Toyota,Van,2651,16,4.9,6,Versatile Honeycomb
BMW,Truck,1379,14,2.5,5,Compact Honeycomb
Kia,Truck,2617,19,4.8,8,Wide-Cell Honeycomb
Ford,Hatchback,1814,18,2.8,8,Wide-Cell Honeycomb
Nissan,Wagon,2038,14,2.3,7,Versatile Honeycomb
BMW,Van,2792,14,2.4,11,Versatile Honeycomb
BMW,SUV,2304,15,2.0,11,Versatile Honeycomb
Chevrolet,Wagon,2409,21,3.7,19,Wide-Cell Honeycomb
Nissan,Hatchback,2815,21,2.6,4,Wide-Cell Honeycomb
BMW,Truck,1792,20,4.3,11,Wide-Cell Honeycomb
Mercedes,Convertible,2569,22,4.2,8,Wide-Cell Honeycomb
BMW,Convertible,1704,19,3.3,3,Wide-Cell Honeycomb
Nissan,Convertible,1110,14,2.7,13,Compact Honeycomb
Chevrolet,Hatchback,1230,21,3.2,1,Dense Texture Honeycomb
Kia,Truck,2757,16,4.7,16,Versatile Honeycomb
Toyota,Truck,2204,17,2.8,20,Versatile Honeycomb
BMW,Hatchback,2528,22,2.5,20,Wide-Cell Honeycomb
Mercedes,Truck,1458,16,3.9,5,Compact Honeycomb
Ford,Van,2858,20,3.2,3,Wide-Cell Honeycomb
Honda,Wagon,2818,16,2.1,18,Versatile Honeycomb
Kia,Coupe,2816,16,1.9,11,Versatile Honeycomb
Hyundai,Sedan,2559,22,1.9,19,Wide-Cell Honeycomb
Chevrolet,Hatchback,1902,22,3.3,12,Wide-Cell Honeycomb
Kia,SUV,2942,14,2.1,15,Versatile Honeycomb
Kia,Coupe,2257,16,4.1,15,Versatile Honeycomb
Mercedes,Convertible,1503,22,4.5,20,Wide-Cell Honeycomb
Toyota,Wagon,2969,19,2.9,19,Wide-Cell Honeycomb
Nissan,Van,2053,17,4.9,10,Versatile Honeycomb
Toyota,Van,1053,18,5.0,9,Wide-Spaced Honeycomb
Nissan,Hatchback,1765,16,3.2,14,Wide-Spaced Honeycomb
Chevrolet,Convertible,1388,19,3.7,5,Wide-Spaced Honeycomb
Hyundai,Truck,2924,20,3.9,12,Wide-Cell Honeycomb
Hyundai,Wagon,1431,17,4.4,17,Compact Honeycomb
Hyundai,Hatchback,2302,21,3.1,9,Wide-Cell Honeycomb
Hyundai,Truck,1549,22,4.5,10,Wide-Cell Honeycomb
Toyota,Van,1846,17,4.0,5,Wide-Spaced Honeycomb
Hyundai,Convertible,2399,15,3.1,20,Versatile Honeycomb
Toyota,Hatchback,2708,18,2.7,5,Wide-Cell Honeycomb
Honda,Sedan,1063,20,3.4,16,Dense Texture Honeycomb
Toyota,Convertible,1642,20,4.4,17,Wide-Cell Honeycomb
BMW,Convertible,2560,18,1.8,15,Wide-Cell Honeycomb
Ford,Truck,1030,21,3.4,16,Dense Texture Honeycomb
Mercedes,Wagon,1325,20,1.6,1,Dense Texture Honeycomb
Toyota,Convertible,2259,19,2.3,14,Wide-Cell Honeycomb
Hyundai,Van,1244,14,2.3,1,Compact Honeycomb
Mercedes,Truck,2904,19,2.7,16,Wide-Cell Honeycomb
Honda,Hatchback,2787,17,3.9,17,Versatile Honeycomb
BMW,Hatchback,2200,17,2.9,10,Versatile Honeycomb
Toyota,Convertible,2857,17,2.8,11,Versatile Honeycomb
Nissan,Truck,1058,18,2.2,9,Wide-Spaced Honeycomb
Audi,SUV,1644,19,1.5,19,Wide-Cell Honeycomb
Mercedes,Sedan,2909,14,3.1,14,Versatile Honeycomb
Nissan,Truck,2975,14,2.6,20,Versatile Honeycomb
Hyundai,Convertible,1180,17,1.5,6,Compact Honeycomb
Ford,Sedan,1053,14,3.3,4,Compact Honeycomb
Hyundai,Truck,2102,14,5.0,9,Versatile Honeycomb
Honda,Truck,1247,19,2.9,10,Wide-Spaced Honeycomb
BMW,Convertible,1168,19,4.4,9,Wide-Spaced Honeycomb
BMW,Convertible,2963,19,2.6,9,Wide-Cell Honeycomb
Honda,Van,2169,18,4.8,8,Wide-Cell Honeycomb
Hyundai,SUV,1453,21,3.3,7,Dense Texture Honeycomb
Hyundai,Convertible,1259,19,3.8,13,Wide-Spaced Honeycomb
Audi,Truck,1985,19,3.8,18,Wide-Cell Honeycomb
Audi,SUV,1713,14,4.8,5,Wide-Spaced Honeycomb
Audi,Coupe,1427,22,4.9,12,Dense Texture Honeycomb
BMW,SUV,2494,21,4.9,15,Wide-Cell Honeycomb
BMW,Hatchback,1510,17,2.1,7,Wide-Spaced Honeycomb
Chevrolet,SUV,1779,19,3.9,3,Wide-Cell Honeycomb
Chevrolet,Truck,2640,19,3.7,8,Wide-Cell Honeycomb
Honda,Hatchback,2031,22,2.0,1,Wide-Cell Honeycomb
Kia,Truck,2057,16,3.0,18,Versatile Honeycomb
Mercedes,Sedan,1578,20,3.9,18,Wide-Cell Honeycomb
Ford,Wagon,2250,16,3.4,6,Versatile Honeycomb
BMW,Wagon,2161,15,2.9,11,Versatile Honeycomb
Honda,Sedan,1964,18,2.5,4,Wide-Cell Honeycomb
Chevrolet,Coupe,1145,20,1.8,2,Dense Texture Honeycomb
Mercedes,Convertible,1893,19,4.8,12,Wide-Cell Honeycomb
Hyundai,Van,2270,14,3.1,8,Versatile Honeycomb
Kia,Coupe,2714,15,2.7,10,Versatile Honeycomb
Honda,Hatchback,1447,18,1.9,13,Wide-Spaced Honeycomb
Audi,Sedan,2660,14,3.3,15,Versatile Honeycomb
Chevrolet,SUV,1287,21,1.5,9,Dense Texture Honeycomb
Toyota,Wagon,1387,17,3.8,18,Compact Honeycomb
Chevrolet,Coupe,2478,16,4.2,3,Versatile Honeycomb
Hyundai,Sedan,1889,16,3.3,20,Wide-Spaced Honeycomb
Honda,Hatchback,1449,20,2.7,3,Dense Texture Honeycomb
Audi,Wagon,1242,18,3.2,1,Wide-Spaced Honeycomb
Hyundai,Truck,1084,15,1.7,20,Compact Honeycomb
Honda,Convertible,2388,17,1.8,10,Versatile Honeycomb
Kia,Wagon,2641,21,2.6,18,Wide-Cell Honeycomb
BMW,Convertible,1755,15,3.0,12,Wide-Spaced Honeycomb
BMW,Truck,1139,15,3.9,6,Compact Honeycomb
Honda,Sedan,2942,18,3.6,12,Wide-Cell Honeycomb
Honda,SUV,1930,21,4.7,14,Wide-Cell Honeycomb
Toyota,Sedan,1177,22,3.8,2,Dense Texture Honeycomb
Nissan,Convertible,1963,17,3.1,10,Wide-Spaced Honeycomb
Audi,Van,2146,16,2.7,19,Versatile Honeycomb
Chevrolet,SUV,2413,16,3.7,18,Versatile Honeycomb
Hyundai,Van,2707,20,2.1,13,Wide-Cell Honeycomb
Kia,Coupe,1875,19,3.2,10,Wide-Cell Honeycomb
Ford,Sedan,2762,17,4.1,7,Versatile Honeycomb
Honda,Convertible,1028,21,3.3,1,Dense Texture Honeycomb
Hyundai,Van,2752,16,1.6,19,Versatile Honeycomb
Chevrolet,Truck,1434,22,4.5,16,Dense Texture Honeycomb
Hyundai,Sedan,2672,14,2.3,5,Versatile Honeycomb
Ford,SUV,1133,15,4.7,4,Compact Honeycomb
Nissan,SUV,2854,16,2.7,2,Versatile Honeycomb
Toyota,Wagon,2786,16,2.1,20,Versatile Honeycomb
Mercedes,Hatchback,2446,18,3.5,10,Wide-Cell Honeycomb
Hyundai,Hatchback,2643,14,2.7,16,Versatile Honeycomb
Mercedes,Hatchback,2842,20,2.9,4,Wide-Cell Honeycomb
Ford,Wagon,1104,21,2.7,19,Dense Texture Honeycomb
Honda,Sedan,1134,16,3.9,2,Compact Honeycomb
Chevrolet,Sedan,2258,14,2.2,5,Versatile Honeycomb
Toyota,Coupe,2253,22,2.2,20,Wide-Cell Honeycomb
Chevrolet,Sedan,2325,21,3.3,1,Wide-Cell Honeycomb
Nissan,Van,1058,17,2.4,8,Compact Honeycomb
Audi,SUV,2970,18,2.0,6,Wide-Cell Honeycomb
Hyundai,Wagon,1765,22,4.1,4,Wide-Cell Honeycomb
Hyundai,Hatchback,1290,22,1.5,18,Dense Texture Honeycomb
Kia,Coupe,1492,15,2.2,5,Compact Honeycomb
Ford,Truck,1108,17,4.2,12,Compact Honeycomb
Honda,Coupe,1731,22,4.4,9,Wide-Cell Honeycomb
Nissan,Van,2766,14,3.2,17,Versatile Honeycomb
Audi,Van,1148,18,1.9,3,Wide-Spaced Honeycomb
Honda,Convertible,2967,16,3.5,17,Versatile Honeycomb
Honda,SUV,1798,16,2.1,13,Wide-Spaced Honeycomb
Nissan,Coupe,1695,20,1.7,8,Wide-Cell Honeycomb
Honda,Van,1415,21,2.1,14,Dense Texture Honeycomb
Kia,Coupe,2293,15,1.8,7,Versatile Honeycomb
Chevrolet,Wagon,1831,14,5.0,2,Wide-Spaced Honeycomb
Mercedes,Truck,1352,20,4.1,20,Dense Texture Honeycomb
Audi,Coupe,1065,16,2.4,6,Compact Honeycomb
Ford,Hatchback,1990,19,1.7,17,Wide-Cell Honeycomb
Chevrolet,Coupe,2738,19,1.7,14,Wide-Cell Honeycomb
Toyota,SUV,1642,17,2.5,3,Wide-Spaced Honeycomb
Mercedes,Hatchback,2283,19,1.5,14,Wide-Cell Honeycomb
Toyota,Convertible,1498,19,2.2,8,Wide-Spaced Honeycomb
Toyota,Hatchback,2666,17,4.2,5,Versatile Honeycomb
Ford,Wagon,2988,17,3.2,9,Versatile Honeycomb
BMW,Hatchback,1966,14,3.3,8,Wide-Spaced Honeycomb
Honda,Sedan,1630,15,4.2,20,Wide-Spaced Honeycomb
Ford,Hatchback,1377,18,2.3,12,Wide-Spaced Honeycomb
Chevrolet,Wagon,1399,15,3.1,13,Compact Honeycomb
Hyundai,SUV,2461,17,1.8,13,Versatile Honeycomb
Hyundai,Truck,2015,20,4.3,16,Wide-Cell Honeycomb
BMW,Truck,2523,18,2.5,12,Wide-Cell Honeycomb
Audi,Van,3000,19,3.8,16,Wide-Cell Honeycomb
BMW,Convertible,2004,20,4.5,15,Wide-Cell Honeycomb
BMW,Truck,2107,18,3.8,16,Wide-Cell Honeycomb
Nissan,Truck,2923,16,3.3,5,Versatile Honeycomb
BMW,Wagon,1622,14,2.1,13,Wide-Spaced Honeycomb
Mercedes,Van,1561,22,3.1,14,Wide-Cell Honeycomb
Ford,Coupe,1456,17,2.8,20,Compact Honeycomb
Nissan,Coupe,1197,22,2.1,12,Dense Texture Honeycomb
Honda,Coupe,2435,17,3.2,19,Versatile Honeycomb
Hyundai,Convertible,2793,14,3.9,3,Versatile Honeycomb
Mercedes,Hatchback,1256,18,1.9,14,Wide-Spaced Honeycomb
Honda,Sedan,2604,16,2.1,19,Versatile Honeycomb
Kia,SUV,1302,22,2.6,11,Dense Texture Honeycomb
Hyundai,Wagon,1251,20,1.9,16,Dense Texture Honeycomb
Kia,Wagon,1063,14,4.5,3,Compact Honeycomb
Toyota,Sedan,2029,14,3.2,14,Versatile Honeycomb
Nissan,Convertible,2854,18,4.4,4,Wide-Cell Honeycomb
Chevrolet,Coupe,1859,17,3.5,4,Wide-Spaced Honeycomb
Toyota,Coupe,1500,14,3.9,12,Wide-Spaced Honeycomb
Kia,Wagon,1235,22,1.7,6,Dense Texture Honeycomb
Kia,Wagon,1599,15,3.0,20,Wide-Spaced Honeycomb
Hyundai,Van,1748,14,1.9,9,Wide-Spaced Honeycomb
Hyundai,Sedan,2211,19,2.3,4,Wide-Cell Honeycomb
Audi,Coupe,1730,14,1.9,9,Wide-Spaced Honeycomb
Kia,Wagon,2010,17,3.1,16,Versatile Honeycomb
BMW,SUV,1781,15,2.0,17,Wide-Spaced Honeycomb
Nissan,SUV,1435,22,3.0,14,Dense Texture Honeycomb
Honda,Sedan,1469,19,3.8,13,Wide-Spaced Honeycomb
Toyota,Convertible,2639,14,4.7,13,Versatile Honeycomb
Mercedes,Van,2244,20,2.7,11,Wide-Cell Honeycomb
Chevrolet,Van,2381,22,4.5,10,Wide-Cell Honeycomb
Audi,Sedan,2305,20,4.1,15,Wide-Cell Honeycomb
Nissan,Convertible,1933,16,3.7,16,Wide-Spaced Honeycomb
